parameter,chr,position,value,length,exons,fbgn,id,fbpp,state,recomb,type,breadth,normexp
dn,Chr1,13744411,0.0223,1578,9,FBgn0138105,scaffold96.12,FBpp0164573,1,0,1,4,9.78388
dn,Chr1,1511997,0.0222,577,2,FBgn0139115,scaffold90.9,FBpp0165584,0,0,1,5,2.37312
dn,Chr1,3005924,0.0222,879,7,FBgn0139189,scaffold38.42,FBpp0165658,0,0,1,5,42.8972
dn,Chr1,13215980,0.0222,78,1,FBgn0138010,scaffold42.77,FBpp0164478,0,0,1,2,8.95985
dn,Chr1,14071566,0.0222,117,1,FBgn0137958,scaffold79.32,FBpp0164426,1,0,1,5,155.965
dn,Chr1,25327381,0.0222,458,2,FBgn0137503,scaffold92.21,FBpp0163969,0,0,1,2,6.24145
dn,Chr1,5192874,0.0221,538,2,FBgn0133869,scaffold45.71,FBpp0160325,0,0,1,5,74.2988
dn,Chr1,1410994,0.022,395,3,FBgn0139104,scaffold50.3,FBpp0165573,0,0,1,5,457.918
dn,Chr1,14981716,0.022,504,4,FBgn0137927,scaffold57.24,FBpp0164394,1,0,1,4,2.41113
dn,Chr1,22733917,0.022,403,7,FBgn0137605,scaffold87.39,FBpp0164071,1,0,1,5,9.68898
dn,Chr1,1859041,0.0219,347,1,FBgn0139128,scaffold54.9,FBpp0165597,0,0,1,5,10.4727
dn,Chr1,8800708,0.0219,1609,11,FBgn0144392,scaffold116.4,FBpp0170879,0,0,1,5,4.05542
dn,Chr1,23315984,0.0219,200,1,FBgn0137586,scaffold61.34,FBpp0164052,1,0,1,3,83.4183
dn,Chr1,5145590,0.0218,371,3,FBgn0133865,scaffold45.78,FBpp0160320,0,0,1,5,10.3355
dn,Chr1,8526578,0.0218,1476,12,FBgn0144384,scaffold71.9,FBpp0170871,0,0,1,5,16.8196
dn,Chr1,14343965,0.0218,161,2,FBgn0137951,scaffold79.8,FBpp0164419,1,0,1,5,3475.76
dn,Chr1,15649215,0.0218,276,5,FBgn0138194,scaffold86.6,FBpp0164662,1,0,1,5,42.4946
dn,Chr1,15070455,0.0217,2042,18,FBgn0138162,scaffold57.27,FBpp0164630,1,0,1,0,0
dn,Chr1,15662154,0.0217,233,3,FBgn0137901,scaffold86.9,FBpp0164368,1,0,1,5,66.0342
dn,Chr1,17744161,0.0217,391,8,FBgn0138279,scaffold58.50,FBpp0164747,1,0,1,5,31.4796
dn,Chr1,19225850,0.0217,335,1,FBgn0137738,scaffold56.32,FBpp0164204,1,0,1,2,32.083
dn,Chr1,5772296,0.0215,646,5,FBgn0133896,scaffold45.19,FBpp0160352,0,0,1,5,8.08468
dn,Chr1,11223886,0.0214,446,2,FBgn0144210,scaffold78.15,FBpp0170697,0,0,1,5,89.2154
dn,Chr1,23636948,0.0214,304,2,FBgn0137571,scaffold61.10,FBpp0164037,1,0,1,5,92.9948
dn,Chr1,24411515,0.0214,194,2,FBgn0137543,scaffold42.32,FBpp0164009,1,0,1,5,5.22786
dn,Chr1,10060449,0.0212,781,4,FBgn0144446,scaffold28.39,FBpp0170933,0,0,1,2,21.6352
dn,Chr1,22579326,0.0212,250,2,FBgn0138511,scaffold87.10,FBpp0164979,1,0,1,4,9.05075
dn,Chr1,4213461,0.0211,912,7,FBgn0139239,scaffold113.16,FBpp0165708,0,0,1,3,11.6559
dn,Chr1,22645296,0.0211,262,1,FBgn0137609,scaffold87.25,FBpp0164075,1,0,1,4,18.3229
dn,Chr1,2738209,0.021,457,4,FBgn0138870,scaffold38.87,FBpp0165338,0,0,1,5,46.5926
dn,Chr1,10137323,0.021,1325,2,FBgn0144245,scaffold28.32,FBpp0170732,0,0,1,2,1.40019
dn,Chr1,13572652,0.021,642,7,FBgn0138098,scaffold42.38,FBpp0164566,0,0,1,5,8.4485
dn,Chr1,2858218,0.0209,411,4,FBgn0138848,scaffold38.63,FBpp0165316,0,0,1,2,2.53181
dn,Chr1,13326386,0.0209,442,6,FBgn0138000,scaffold42.63,FBpp0164468,0,0,1,5,12.4927
dn,Chr1,14309177,0.0209,676,1,FBgn0138130,scaffold79.15,FBpp0164598,1,0,1,2,3.48442
dn,Chr1,26605160,0.0209,658,5,FBgn0138672,scaffold53.66,FBpp0165140,0,1,1,5,6.04296
dn,Chr1,7644452,0.0208,766,11,FBgn0133663,scaffold39.14,FBpp0160117,0,0,1,5,12.0921
dn,Chr1,20021836,0.0208,494,1,FBgn0138411,scaffold60_1.19,FBpp0164879,1,0,1,5,9.92892
dn,Chr1,24881910,0.0208,644,8,FBgn0138594,scaffold62_2.4,FBpp0165062,0,0,1,4,6.00242
dn,Chr1,9543660,0.0207,159,2,FBgn0144417,scaffold28.84,FBpp0170904,0,0,1,5,145.253
dn,Chr1,17564985,0.0207,891,5,FBgn0137815,scaffold58.58,FBpp0164282,1,0,1,4,7.17912
dn,Chr1,24175195,0.0205,472,5,FBgn0137549,scaffold42.21,FBpp0164015,1,0,1,5,4.55948
dn,Chr1,1877129,0.0204,171,4,FBgn0139130,scaffold54.12,FBpp0165599,0,0,1,5,25.0204
dn,Chr1,9517280,0.0204,570,4,FBgn0144291,scaffold28.87,FBpp0170778,0,0,1,5,10.3837
dn,Chr1,471880,0.0201,1148,8,FBgn0012573,scaffold50.116,FBpp0165512,0,0,1,2,1.66799
dn,Chr1,17558071,0.0201,127,2,FBgn0137816,scaffold58.60,FBpp0164283,1,0,1,2,2.45842
dn,Chr1,947444,0.0199,794,7,FBgn0138971,scaffold50.55,FBpp0165439,0,0,1,5,4.7891
dn,Chr1,19021562,0.0199,255,1,FBgn0137748,scaffold56.48,FBpp0164214,1,0,1,5,72.266
dn,Chr1,21843655,0.0198,206,5,FBgn0137634,scaffold36_1.17,FBpp0164100,1,0,1,4,23.0646
dn,Chr1,22712667,0.0198,740,4,FBgn0137606,scaffold87.37,FBpp0164072,1,0,1,5,6.6585
dn,Chr1,5099218,0.0197,175,3,FBgn0133790,scaffold45.84,FBpp0160244,0,0,1,5,8.57768
dn,Chr1,21459603,0.0197,1158,8,FBgn0138470,scaffold93.8,FBpp0164938,1,0,1,4,17.2691
dn,Chr1,22362887,0.0197,195,1,FBgn0138503,scaffold87.5,FBpp0164971,1,0,1,2,6.56305
dn,Chr1,11899226,0.0196,348,2,FBgn0144192,scaffold30.21,FBpp0170679,0,0,1,5,43.9722
dn,Chr1,2349760,0.0195,307,2,FBgn0139150,scaffold54.48,FBpp0165619,0,0,1,5,37.5906
dn,Chr1,5303502,0.0195,1783,4,FBgn0133881,scaffold45.51,FBpp0160337,0,0,1,4,7.13775
dn,Chr1,10081334,0.0195,253,1,FBgn0144251,scaffold28:hit:170219,FBpp0170738,0,0,1,4,55.501
dn,Chr1,24168384,0.0195,449,4,FBgn0137550,scaffold42.20,FBpp0164016,1,0,1,5,35.7534
dn,Chr1,26789300,0.0195,4021,27,FBgn0137431,scaffold53.53,FBpp0163897,0,1,1,1,2.35649
dn,Chr1,3607927,0.0194,168,3,FBgn0139211,scaffold38.4,FBpp0165680,0,0,1,3,10.1893
dn,Chr1,12549756,0.0194,819,4,FBgn0138030,scaffold30.97,FBpp0164498,0,0,1,5,25.987
dn,Chr1,17124101,0.0194,1272,11,FBgn0137845,scaffold67.8,FBpp0164312,1,0,1,5,7.62886
dn,Chr1,26295531,0.0194,94,1,FBgn0138651,scaffold130.9,FBpp0165119,0,1,1,5,61.563
dn,Chr1,17150205,0.0193,288,3,FBgn0138255,scaffold67.13,FBpp0164723,1,0,1,5,31.4632
dn,Chr1,2614985,0.0192,967,6,FBgn0138881,scaffold54.65,FBpp0165349,0,0,1,4,5.0204
dn,Chr1,11955949,0.0192,998,11,FBgn0144526,scaffold30.29,FBpp0171013,0,0,1,5,58.6602
dn,Chr1,3513409,0.0191,170,2,FBgn0138823,scaffold38.22,FBpp0165291,0,0,1,5,70.7084
dn,Chr1,17153155,0.0191,1034,5,FBgn0137839,scaffold67.15,FBpp0164306,1,0,1,5,17.5149
dn,Chr1,16129857,0.0189,607,3,FBgn0137879,scaffold86.40,FBpp0164346,1,0,1,0,0
dn,Chr1,5148788,0.0188,1241,1,FBgn0133786,scaffold45.77,FBpp0160240,0,0,1,4,13.624
dn,Chr1,19170282,0.0188,292,4,FBgn0137741,scaffold56.36,FBpp0164207,1,0,1,5,51.6916
dn,Chr1,2354521,0.0187,883,9,FBgn0138895,scaffold54.49,FBpp0165363,0,0,1,1,6.05187
dn,Chr1,4785603,0.0187,441,3,FBgn0133812,scaffold45.118,FBpp0160266,0,0,1,1,2.07329
dn,Chr1,7154510,0.0187,370,3,FBgn0133686,scaffold39.43,FBpp0160140,0,0,1,5,7.58814
dn,Chr1,8481242,0.0186,1110,9,FBgn0144380,scaffold71.17,FBpp0170867,0,0,1,0,0
dn,Chr1,16329727,0.0186,1183,7,FBgn0138228,scaffold119.7,FBpp0164696,1,0,1,2,4.12309
dn,Chr1,18718236,0.0186,259,4,FBgn0137763,scaffold107.10,FBpp0164230,1,0,1,1,4.93018
dn,Chr1,108157,0.0185,259,3,FBgn0139022,scaffold81.21,FBpp0165490,0,0,1,5,36.4326
dn,Chr1,10601939,0.0185,73,1,FBgn0144472,scaffold28:hit:170003,FBpp0170959,0,0,1,3,20.5136
dn,Chr1,13497974,0.0185,2038,9,FBgn0137991,scaffold42.52,FBpp0164459,0,0,1,5,6.80648
dn,Chr1,17586568,0.0185,1339,5,FBgn0137812,scaffold58.52,FBpp0164279,1,0,1,4,11.6007
dn,Chr1,4630334,0.0184,826,3,FBgn0133837,scaffold45.129,FBpp0160292,0,0,1,5,23.4186
dn,Chr1,10065250,0.0183,470,3,FBgn0144252,scaffold28.38,FBpp0170739,0,0,1,5,133.876
dn,Chr1,13532567,0.0183,570,5,FBgn0138094,scaffold42.45,FBpp0164562,0,0,1,0,0
dn,Chr1,14325589,0.0183,618,1,FBgn0138132,scaffold79.12,FBpp0164600,1,0,1,1,31.1298
dn,Chr1,15669629,0.0183,389,4,FBgn0138198,scaffold86.13,FBpp0164666,1,0,1,2,5.53985
dn,Chr1,21452980,0.0183,242,3,FBgn0137641,scaffold93.10,FBpp0164107,1,0,1,5,183.588
dn,Chr1,29092632,0.0183,199,2,FBgn0137355,scaffold62_1.18,FBpp0163821,0,1,1,5,71.6134
dn,Chr1,4258048,0.0182,140,2,FBgn0138785,scaffold138:hit:317249,FBpp0165253,0,0,1,5,32.31
dn,Chr1,4342998,0.0182,370,5,FBgn0138778,scaffold138.5,FBpp0165246,0,0,1,4,4.15378
dn,Chr1,9629109,0.0182,93,3,FBgn0144284,scaffold28.76,FBpp0170771,0,0,1,5,9098.8
dn,Chr1,15694648,0.0182,580,4,FBgn0138201,scaffold86.18,FBpp0164669,1,0,1,5,36.4842
dn,Chr1,26560746,0.0182,171,1,FBgn0138668,scaffold53.72,FBpp0165136,0,1,1,5,55.24
dn,Chr1,26779430,0.0182,562,1,FBgn0137432,scaffold53.55,FBpp0163898,0,1,1,4,8.72225
dn,Chr1,9616526,0.0181,846,9,FBgn0144422,scaffold28.77,FBpp0170909,0,0,1,5,18.0766
dn,Chr1,21426845,0.0181,796,7,FBgn0137643,scaffold93.15,FBpp0164109,1,0,1,2,1.85936
dn,Chr1,12099448,0.0179,427,1,FBgn0144169,scaffold30.50,FBpp0170656,0,0,1,5,7.94288
dn,Chr1,3988558,0.0178,856,3,FBgn0138795,scaffold113.1,FBpp0165263,0,0,1,3,14.8977
dn,Chr1,26338210,0.0178,238,1,FBgn0137449,scaffold130.3,FBpp0163915,0,1,1,5,14.9742
dn,Chr1,1602640,0.0177,296,3,FBgn0139120,scaffold90.20,FBpp0165589,0,0,1,5,21.2868
dn,Chr1,5844654,0.0177,357,6,FBgn0133743,scaffold45.12,FBpp0160197,0,0,1,5,66.1844
dn,Chr1,22138597,0.0177,600,4,FBgn0138497,scaffold110.4,FBpp0164965,1,0,1,3,10.2201
dn,Chr1,13192250,0.0176,371,4,FBgn0138073,scaffold42.82,FBpp0164541,0,0,1,5,15.333
dn,Chr1,21349412,0.0176,1196,11,FBgn0137650,scaffold93.23,FBpp0164116,1,0,1,5,16.0907
dn,Chr1,9896432,0.0175,681,11,FBgn0144273,scaffold28.58,FBpp0170760,0,0,1,5,33.3196
dn,Chr1,19425463,0.0175,312,2,FBgn0138373,scaffold56.26,FBpp0164841,1,0,1,5,38.1564
dn,Chr1,158182,0.0174,480,9,FBgn0139021,scaffold81.18,FBpp0165489,0,0,1,0,0
dn,Chr1,12581829,0.0174,82,3,FBgn0138025,scaffold30.105,FBpp0164493,0,0,1,3,10.876
dn,Chr1,15243443,0.0173,486,1,FBgn0138177,scaffold57.43,FBpp0164645,1,0,1,5,12.5991
dn,Chr1,9881491,0.0172,320,5,FBgn0144274,scaffold28.61,FBpp0170761,0,0,1,4,19.0586
dn,Chr1,10952852,0.0172,731,5,FBgn0144478,scaffold78.40,FBpp0170965,0,0,1,3,11.1563
dn,Chr1,13587907,0.0172,2223,6,FBgn0137979,scaffold42.35,FBpp0164447,0,0,1,5,13.4691
dn,Chr1,18416609,0.017,1012,5,FBgn0138323,scaffold58.6,FBpp0164791,1,0,1,4,4.36845
dn,Chr1,10052166,0.0169,593,4,FBgn0144253,scaffold28.40,FBpp0170740,0,0,1,5,7.15474
dn,Chr1,1278077,0.0168,537,2,FBgn0139090,scaffold50.27,FBpp0165559,0,0,1,4,9.77548
dn,Chr1,14069888,0.0168,242,2,FBgn0138116,scaffold79.33,FBpp0164584,1,0,1,5,20.386
dn,Chr1,15405634,0.0168,276,3,FBgn0138183,scaffold57.52,FBpp0164651,1,0,1,5,658.672
dn,Chr1,3540088,0.0167,180,2,FBgn0139205,scaffold38.14,FBpp0165674,0,0,1,5,34.2306
dn,Chr1,3800967,0.0167,146,3,FBgn0138802,scaffold_3_1.14,FBpp0165270,0,0,1,5,48.4254
dn,Chr1,5202721,0.0167,104,1,FBgn0133780,scaffold45:hit:219154,FBpp0160234,0,0,1,5,16.421
dn,Chr1,14536102,0.0167,212,3,FBgn0138142,scaffold_2_2.4,FBpp0164610,1,0,1,5,10.2328
dn,Chr1,522516,0.0166,255,3,FBgn0139048,scaffold50.102,FBpp0165517,0,0,1,5,35.01
dn,Chr1,14272031,0.0166,695,3,FBgn0138127,scaffold79.18,FBpp0164595,1,0,1,3,4.0906
dn,Chr1,22723826,0.0166,369,6,FBgn0138529,scaffold87.38,FBpp0164997,1,0,1,5,93.5358
dn,Chr1,10077999,0.0165,1382,7,FBgn0144447,scaffold28.37,FBpp0170934,0,0,1,2,5.60215
dn,Chr1,11212838,0.0165,1133,3,FBgn0144212,scaffold78.18,FBpp0170699,0,0,1,5,30.0334
dn,Chr1,12405938,0.0165,877,7,FBgn0138045,scaffold30.84,FBpp0164513,0,0,1,5,36.5744
dn,Chr1,13568808,0.0165,185,3,FBgn0137981,scaffold42.40,FBpp0164449,0,0,1,5,145.072
dn,Chr1,27599395,0.0165,190,4,FBgn0138707,scaffold53.12,FBpp0165175,0,1,1,5,11.499
dn,Chr1,5229507,0.0164,802,13,FBgn0133872,scaffold45.64,FBpp0160328,0,0,1,2,1.83617
dn,Chr1,5415028,0.0163,373,1,FBgn0133885,scaffold45.41,FBpp0160341,0,0,1,4,704.89
dn,Chr1,9165770,0.0163,203,1,FBgn0144304,scaffold182.9,FBpp0170791,0,0,1,5,65.3276
dn,Chr1,5085106,0.0162,292,3,FBgn0133793,scaffold45.89,FBpp0160247,0,0,1,5,77.7188
dn,Chr1,4792686,0.0161,674,4,FBgn0133810,scaffold45.115,FBpp0160264,0,0,1,5,4.17162
dn,Chr1,903268,0.016,853,5,FBgn0139072,scaffold50.60,FBpp0165541,0,0,1,5,14.5294
dn,Chr1,11892634,0.016,198,4,FBgn0144195,scaffold30.19,FBpp0170682,0,0,1,5,52.9218
dn,Chr1,20305082,0.016,605,5,FBgn0138429,scaffold60_1.39,FBpp0164897,1,0,1,1,5.43406
dn,Chr1,5357773,0.0159,555,1,FBgn0133884,scaffold45.43,FBpp0160340,0,0,1,4,240.429
dn,Chr1,11204215,0.0159,303,2,FBgn0144495,scaffold78.22,FBpp0170982,0,0,1,5,415.896
dn,Chr1,17813647,0.0159,316,4,FBgn0137803,scaffold58.39,FBpp0164270,1,0,1,5,7.54162
dn,Chr1,7150457,0.0158,225,2,FBgn0133955,scaffold39.45,FBpp0160411,0,0,1,5,28.3138
dn,Chr1,768967,0.0157,3454,15,FBgn0138981,scaffold50.73,FBpp0165449,0,0,1,4,13.9139
dn,Chr1,13526179,0.0157,267,1,FBgn0137988,scaffold42:hit:210656,FBpp0164456,0,0,1,5,53.9222
dn,Chr1,14014942,0.0157,847,9,FBgn0137963,scaffold79.39,FBpp0164431,1,0,1,5,5.74586
dn,Chr1,23630908,0.0157,955,2,FBgn0137573,scaffold61.11,FBpp0164039,1,0,1,5,24.62
dn,Chr1,28301239,0.0157,566,8,FBgn0137388,scaffold36_2.8,FBpp0163854,0,1,1,1,2.37932
dn,Chr1,9561973,0.0156,2020,18,FBgn0144421,scaffold28.79,FBpp0170908,0,0,1,3,1.75504
dn,Chr1,13606903,0.0156,652,6,FBgn0137978,scaffold42.34,FBpp0164446,0,0,1,5,17.1616
dn,Chr1,14072680,0.0154,2588,15,FBgn0138117,scaffold79.31,FBpp0164585,1,0,1,4,2.40035
dn,Chr1,25666011,0.0154,1316,12,FBgn0138626,scaffold97.16,FBpp0165094,0,0,1,5,21.2576
dn,Chr1,834312,0.0153,253,2,FBgn0139070,scaffold50.64,FBpp0165539,0,0,1,5,8.30062
dn,Chr1,24093503,0.0153,386,4,FBgn0138568,scaffold42.9,FBpp0165036,1,0,1,5,18.5846
dn,Chr1,25605444,0.0153,379,5,FBgn0137485,scaffold97.2,FBpp0163951,0,0,1,5,21.691
dn,Chr1,9387088,0.0152,733,9,FBgn0144297,scaffold28.100,FBpp0170784,0,0,1,5,12.8274
dn,Chr1,14374858,0.0152,620,3,FBgn0138137,scaffold79.7,FBpp0164605,1,0,1,5,60.9092
dn,Chr1,17115142,0.0152,218,1,FBgn0138251,scaffold67.6,FBpp0164719,1,0,1,5,273.7
dn,Chr1,19159566,0.0152,583,2,FBgn0137742,scaffold56.40,FBpp0164208,1,0,1,3,9.30903
dn,Chr1,15665814,0.0151,385,4,FBgn0138197,scaffold86.11,FBpp0164665,1,0,1,5,19.114
dn,Chr1,25705742,0.0151,159,3,FBgn0137474,scaffold97.25,FBpp0163940,0,0,1,5,54.9358
dn,Chr1,18604089,0.0149,492,5,FBgn0137772,scaffold107.25,FBpp0164239,1,0,1,5,31.8334
dn,Chr1,29059218,0.0149,237,4,FBgn0137359,scaffold62_1.12,FBpp0163825,0,1,1,5,103.542
dn,Chr1,612635,0.0148,62,2,FBgn0138990,scaffold50.91,FBpp0165458,0,0,1,4,79.6993
dn,Chr1,3020222,0.0148,938,2,FBgn0138835,scaffold38.41,FBpp0165303,0,0,1,4,9.06253
dn,Chr1,14023450,0.0148,707,4,FBgn0137962,scaffold79.38,FBpp0164430,1,0,1,5,13.4159
dn,Chr1,25073836,0.0148,1118,14,FBgn0137514,scaffold92.8,FBpp0163980,0,0,1,0,0
dn,Chr1,27475143,0.0147,719,4,FBgn0138700,scaffold53.30,FBpp0165168,0,1,1,5,12.3098
dn,Chr1,751199,0.0145,1297,13,FBgn0139063,scaffold50.75,FBpp0165532,0,0,1,4,10.0403
dn,Chr1,5297956,0.0145,248,3,FBgn0133880,scaffold45.53,FBpp0160336,0,0,1,5,2210.14
dn,Chr1,25390949,0.0144,1253,4,FBgn0137492,scaffold92.28,FBpp0163958,0,0,1,5,9.20228
dn,Chr1,5346763,0.0142,1051,11,FBgn0133883,scaffold45.44,FBpp0160339,0,0,1,5,19.9119
dn,Chr1,18601752,0.014,67,1,FBgn0137773,scaffold107.27,FBpp0164240,1,0,1,4,4.54425
dn,Chr1,26076904,0.014,732,6,FBgn0137460,scaffold179.9,FBpp0163926,0,0,1,5,55.4262
dn,Chr1,2841465,0.0138,194,1,FBgn0138854,scaffold38.69,FBpp0165322,0,0,1,5,265.936
dn,Chr1,19545194,0.0138,341,1,FBgn0137723,scaffold56.6,FBpp0164189,1,0,1,5,18.8893
dn,Chr1,1503044,0.0137,159,4,FBgn0138938,scaffold90.7,FBpp0165406,0,0,1,5,65.3634
dn,Chr1,6264667,0.0137,685,7,FBgn0133722,scaffold137.12,FBpp0160176,0,0,1,2,10.4556
dn,Chr1,643622,0.0136,520,2,FBgn0138985,scaffold50.79,FBpp0165453,0,0,1,5,184.057
dn,Chr1,8471086,0.0136,1262,13,FBgn0144379,scaffold71.18,FBpp0170866,0,0,1,5,21.129
dn,Chr1,12229560,0.0135,500,4,FBgn0144545,scaffold30.66,FBpp0171032,0,0,1,5,91.0326
dn,Chr1,15596722,0.0135,346,5,FBgn0137905,scaffold86.2,FBpp0164372,1,0,1,5,48.9906
dn,Chr1,17214526,0.0135,162,1,FBgn0137834,scaffold67.25,FBpp0164301,1,0,1,5,237.006
dn,Chr1,1499651,0.0134,316,5,FBgn0139113,scaffold90.6,FBpp0165582,0,0,1,4,15.5824
dn,Chr1,22034708,0.0134,337,3,FBgn0137621,scaffold110.8,FBpp0164087,1,0,1,2,2.43186
dn,Chr1,27497488,0.0134,382,3,FBgn0138702,scaffold53.26,FBpp0165170,0,1,1,5,16.027
dn,Chr1,28759304,0.0133,76,1,FBgn0137373,scaffold154.11,FBpp0163839,0,1,1,4,4.1026
dn,Chr1,24414887,0.0132,1642,13,FBgn0137542,scaffold96.16,FBpp0164008,0,0,1,4,11.1328
dn,Chr1,3515057,0.013,225,5,FBgn0138822,scaffold38.21,FBpp0165290,0,0,1,5,70.7084
dn,Chr1,11866342,0.013,512,6,FBgn0144520,scaffold30.11,FBpp0171007,0,0,1,4,2.18669
dn,Chr1,19870855,0.013,1478,3,FBgn0138402,scaffold60_1.9,FBpp0164870,1,0,1,1,2.46493
dn,Chr1,5493757,0.0129,348,1,FBgn0133761,scaffold45.37,FBpp0160215,0,0,1,2,5.1398
dn,Chr1,5607299,0.0129,419,3,FBgn0133758,scaffold45.32,FBpp0160212,0,0,1,2,58.7565
dn,Chr1,11209084,0.0129,477,2,FBgn0144498,scaffold78.19,FBpp0170985,0,0,1,5,28.1762
dn,Chr1,15713690,0.0129,205,1,FBgn0137892,scaffold86.24,FBpp0164359,1,0,1,5,59.1788
dn,Chr1,4611957,0.0128,481,3,FBgn0133832,scaffold45.138,FBpp0160286,0,0,1,4,42.4883
dn,Chr1,7666498,0.0127,352,8,FBgn0133974,scaffold39.12,FBpp0160430,0,0,1,4,59.6228
dn,Chr1,15607317,0.0126,491,2,FBgn0137904,scaffold86.3,FBpp0164371,1,0,1,5,9.8382
dn,Chr1,11298266,0.0125,505,4,FBgn0144506,scaffold78.4,FBpp0170993,0,0,1,5,5.63726
dn,Chr1,3537378,0.0122,178,1,FBgn0138817,scaffold38.15,FBpp0165285,0,0,1,0,0
dn,Chr1,27354543,0.0122,232,6,FBgn0137416,scaffold53.38,FBpp0163882,0,1,1,5,10.8213
dn,Chr1,12221580,0.0121,819,1,FBgn0144543,scaffold30.63,FBpp0171030,0,0,1,2,20.5181
dn,Chr1,15009237,0.0121,339,5,FBgn0138160,scaffold57.26,FBpp0164628,1,0,1,5,62.3714
dn,Chr1,10456971,0.012,405,3,FBgn0144459,scaffold28.21,FBpp0170946,0,0,1,0,0
dn,Chr1,25733135,0.012,1518,1,FBgn0137470,scaffold97.32,FBpp0163936,0,0,1,5,22.8348
dn,Chr1,11174453,0.0119,342,2,FBgn0144493,scaffold78.26,FBpp0170980,0,0,1,5,39.3788
dn,Chr1,28583238,0.0118,378,3,FBgn0138733,scaffold36_2.24,FBpp0165201,0,1,1,5,45.352
dn,Chr1,2809443,0.0117,467,1,FBgn0139171,scaffold38.76,FBpp0165640,0,0,1,5,80.4468
dn,Chr1,15646176,0.0117,175,2,FBgn0138193,scaffold86.5,FBpp0164661,1,0,1,5,26.1612
dn,Chr1,4814551,0.0114,371,4,FBgn0133806,scaffold45.108,FBpp0160260,0,0,1,5,45.0676
dn,Chr1,512508,0.0113,195,3,FBgn0139046,scaffold50.106,FBpp0165515,0,0,1,5,88.0054
dn,Chr1,26440708,0.0113,428,5,FBgn0137444,scaffold53.77,FBpp0163910,0,1,1,5,167.928
dn,Chr1,28853392,0.0113,444,3,FBgn0137366,scaffold178.1,FBpp0163832,0,1,1,5,106.311
dn,Chr1,29125817,0.0113,1232,6,FBgn0138755,scaffold62_1.22,FBpp0165223,0,1,1,5,18.0479
dn,Chr1,3004611,0.0112,128,2,FBgn0138837,scaffold38.43,FBpp0165305,0,0,1,5,220.33
dn,Chr1,9545100,0.0112,165,3,FBgn0144418,scaffold28.83,FBpp0170905,0,0,1,5,145.253
dn,Chr1,7664096,0.0111,127,4,FBgn0133662,scaffold39:hit:202765,FBpp0160116,0,0,1,5,50.3634
dn,Chr1,5457723,0.0109,215,1,FBgn0133762,scaffold45.38,FBpp0160216,0,0,1,1,51.4204
dn,Chr1,1555555,0.0108,193,1,FBgn0139118,scaffold90.15,FBpp0165587,0,0,1,5,175.261
dn,Chr1,5109295,0.0108,1364,9,FBgn0133862,scaffold45.83,FBpp0160317,0,0,1,4,13.4806
dn,Chr1,14818349,0.0108,806,7,FBgn0069601,scaffold57.8,FBpp0164406,1,0,1,5,68.687
dn,Chr1,28934153,0.0107,207,3,FBgn0137364,scaffold62_1.3,FBpp0163830,0,1,1,2,90.0665
dn,Chr1,5136452,0.0106,562,4,FBgn0133789,scaffold45.81,FBpp0160243,0,0,1,5,27.8268
dn,Chr1,15706152,0.0106,401,2,FBgn0137894,scaffold86.21,FBpp0164361,1,0,1,4,5.50915
dn,Chr1,20004106,0.0106,892,8,FBgn0138410,scaffold60_1.17,FBpp0164878,1,0,1,5,6.7813
dn,Chr1,21444588,0.0106,165,3,FBgn0138468,scaffold93.13,FBpp0164936,1,0,1,5,27.978
dn,Chr1,25701598,0.0106,527,3,FBgn0138632,scaffold97.23,FBpp0165100,0,0,1,5,9.1458
dn,Chr1,16525301,0.0105,605,6,FBgn0137869,scaffold175.4,FBpp0164336,1,0,1,0,0
dn,Chr1,21376898,0.0105,814,12,FBgn0138465,scaffold93.19,FBpp0164933,1,0,1,5,17.1248
dn,Chr1,15250410,0.0104,917,9,FBgn0138178,scaffold57.44,FBpp0164646,1,0,1,5,45.7476
dn,Chr1,15792012,0.0104,794,10,FBgn0137887,scaffold86.30,FBpp0164354,1,0,1,5,8.45842
dn,Chr1,2848481,0.0103,144,1,FBgn0138850,scaffold38:hit:199854,FBpp0165318,0,0,1,5,27.9072
dn,Chr1,19938418,0.0103,247,2,FBgn0137707,scaffold60_1.10,FBpp0164173,1,0,1,3,26.7629
dn,Chr1,21994650,0.0103,697,11,FBgn0138491,scaffold110.10,FBpp0164959,1,0,1,5,5.81666
dn,Chr1,2989140,0.0101,176,3,FBgn0138839,scaffold38.46,FBpp0165307,0,0,1,5,101.459
dn,Chr1,11599175,0.0101,935,6,FBgn0144514,scaffold30.7,FBpp0171001,0,0,1,5,11.9446
dn,Chr1,2853640,0.01,77,1,FBgn0139175,scaffold38.64,FBpp0165644,0,0,1,5,527.982
dn,Chr1,23522044,0.01,290,4,FBgn0138553,scaffold61.17,FBpp0165021,1,0,1,5,10.1252
dn,Chr1,511540,0.0099,123,3,FBgn0138997,scaffold50.107,FBpp0165465,0,0,1,5,4181.94
dn,Chr1,3593349,0.0099,134,3,FBgn0139208,scaffold38.6,FBpp0165677,0,0,1,1,3.47853
dn,Chr1,9875746,0.0099,1122,12,FBgn0144275,scaffold28.62,FBpp0170762,0,0,1,5,71.8444
dn,Chr1,574515,0.0098,1123,3,FBgn0138992,scaffold50.95,FBpp0165460,0,0,1,5,10.57
